COM;REG;DEP;NCC;NCCENR;LIBELLE
1451;84;1;VIRIAT;Viriat;Viriat
1452;84;1;VIRIEU LE GRAND;Virieu-le-Grand;Virieu-le-Grand
1453;84;1;ARVIERE EN VALROMEY;Arvière-en-Valromey;Arvière-en-Valromey
1453;;;VIRIEU LE PETIT;Virieu-le-Petit;Virieu-le-Petit
1454;84;1;VIRIGNIN;Virignin;Virignin
1456;84;1;VONGNES;Vongnes;Vongnes
1457;84;1;VONNAS;Vonnas;Vonnas
2001;32;2;ABBECOURT;Abbécourt;Abbécourt
2002;32;2;ACHERY;Achery;Achery
2003;32;2;ACY;Acy;Acy
2004;32;2;AGNICOURT ET SECHELLES;Agnicourt-et-Séchelles;Agnicourt-et-Séchelles
2005;32;2;AGUILCOURT;Aguilcourt;Aguilcourt
2006;32;2;AISONVILLE ET BERNOVILLE;Aisonville-et-Bernoville;Aisonville-et-Bernoville
2007;32;2;AIZELLES;Aizelles;Aizelles
2008;32;2;AIZY JOUY;Aizy-Jouy;Aizy-Jouy
2009;32;2;ALAINCOURT;Alaincourt;Alaincourt
2010;32;2;ALLEMANT;Allemant;Allemant
2011;32;2;AMBLENY;Ambleny;Ambleny
2012;32;2;AMBRIEF;Ambrief;Ambrief
2013;32;2;AMIFONTAINE;Amifontaine;Amifontaine
2014;32;2;AMIGNY ROUY;Amigny-Rouy;Amigny-Rouy
2015;32;2;ANCIENVILLE;Ancienville;Ancienville
2016;32;2;ANDELAIN;Andelain;Andelain
2017;32;2;ANGUILCOURT LE SART;Anguilcourt-le-Sart;Anguilcourt-le-Sart
2018;32;2;ANIZY LE GRAND;Anizy-le-Grand;Anizy-le-Grand
2018;;;ANIZY LE CHATEAU;Anizy-le-Château;Anizy-le-Château
2019;32;2;ANNOIS;Annois;Annois
2020;32;2;ANY MARTIN RIEUX;Any-Martin-Rieux;Any-Martin-Rieux
2021;32;2;ARCHON;Archon;Archon
2022;32;2;ARCY SAINTE RESTITUE;Arcy-Sainte-Restitue;Arcy-Sainte-Restitue
2023;32;2;ARMENTIERES SUR OURCQ;Armentières-sur-Ourcq;Armentières-sur-Ourcq
2024;32;2;ARRANCY;Arrancy;Arrancy
2025;32;2;ARTEMPS;Artemps;Artemps
2026;;;ARTONGES;Artonges;Artonges
2027;32;2;ASSIS SUR SERRE;Assis-sur-Serre;Assis-sur-Serre
2028;32;2;ATHIES SOUS LAON;Athies-sous-Laon;Athies-sous-Laon
2029;32;2;ATTILLY;Attilly;Attilly
2030;32;2;AUBENCHEUL AUX BOIS;Aubencheul-aux-Bois;Aubencheul-aux-Bois
2031;32;2;AUBENTON;Aubenton;Aubenton
2032;32;2;AUBIGNY AUX KAISNES;Aubigny-aux-Kaisnes;Aubigny-aux-Kaisnes
2033;32;2;AUBIGNY EN LAONNOIS;Aubigny-en-Laonnois;Aubigny-en-Laonnois
2034;32;2;AUDIGNICOURT;Audignicourt;Audignicourt
2035;32;2;AUDIGNY;Audigny;Audigny
2036;32;2;AUGY;Augy;Augy
2037;32;2;AULNOIS SOUS LAON;Aulnois-sous-Laon;Aulnois-sous-Laon
2038;32;2;AUTELS;Autels;Les Autels
2039;32;2;AUTREMENCOURT;Autremencourt;Autremencourt
2040;32;2;AUTREPPES;Autreppes;Autreppes
2041;32;2;AUTREVILLE;Autreville;Autreville
2042;32;2;AZY SUR MARNE;Azy-sur-Marne;Azy-sur-Marne
2043;32;2;BAGNEUX;Bagneux;Bagneux
2044;32;2;BANCIGNY;Bancigny;Bancigny
2046;32;2;BARENTON BUGNY;Barenton-Bugny;Barenton-Bugny
2047;32;2;BARENTON CEL;Barenton-Cel;Barenton-Cel
2048;32;2;BARENTON SUR SERRE;Barenton-sur-Serre;Barenton-sur-Serre
2049;32;2;BARISIS AUX BOIS;Barisis-aux-Bois;Barisis-aux-Bois
2050;32;2;BARZY EN THIERACHE;Barzy-en-Thiérache;Barzy-en-Thiérache
2051;32;2;BARZY SUR MARNE;Barzy-sur-Marne;Barzy-sur-Marne
2052;32;2;BASSOLES AULERS;Bassoles-Aulers;Bassoles-Aulers
2053;32;2;VALLEES EN CHAMPAGNE;Vallées en Champagne;Vallées en Champagne
2053;;;BAULNE EN BRIE;Baulne-en-Brie;Baulne-en-Brie
2054;32;2;BAZOCHES ET SAINT THIBAUT;Bazoches-et-Saint-Thibaut;Bazoches-et-Saint-Thibaut
2054;;;BAZOCHES SUR VESLES;Bazoches-sur-Vesles;Bazoches-sur-Vesles
2055;32;2;BEAUME;Beaumé;Beaumé
2056;32;2;BEAUMONT EN BEINE;Beaumont-en-Beine;Beaumont-en-Beine
2057;32;2;BEAUREVOIR;Beaurevoir;Beaurevoir
2058;32;2;BEAURIEUX;Beaurieux;Beaurieux
2059;32;2;BEAUTOR;Beautor;Beautor
2060;32;2;BEAUVOIS EN VERMANDOIS;Beauvois-en-Vermandois;Beauvois-en-Vermandois
2061;32;2;BECQUIGNY;Becquigny;Becquigny
2062;32;2;BELLEAU;Belleau;Belleau
2063;32;2;BELLENGLISE;Bellenglise;Bellenglise
2064;32;2;BELLEU;Belleu;Belleu
2065;32;2;BELLICOURT;Bellicourt;Bellicourt
2066;32;2;BENAY;Benay;Benay
2067;32;2;BERGUES SUR SAMBRE;Bergues-sur-Sambre;Bergues-sur-Sambre
2068;32;2;BERLANCOURT;Berlancourt;Berlancourt
2069;32;2;BERLISE;Berlise;Berlise
2070;32;2;BERNOT;Bernot;Bernot
2071;32;2;BERNY RIVIERE;Berny-Rivière;Berny-Rivière
2072;32;2;BERRIEUX;Berrieux;Berrieux
2073;32;2;BERRY AU BAC;Berry-au-Bac;Berry-au-Bac
2074;32;2;BERTAUCOURT EPOURDON;Bertaucourt-Epourdon;Bertaucourt-Epourdon
2075;32;2;BERTHENICOURT;Berthenicourt;Berthenicourt
2076;32;2;BERTRICOURT;Bertricourt;Bertricourt
2077;32;2;BERZY LE SEC;Berzy-le-Sec;Berzy-le-Sec
2078;32;2;BESME;Besmé;Besmé
2079;32;2;BESMONT;Besmont;Besmont
2080;32;2;BESNY ET LOIZY;Besny-et-Loizy;Besny-et-Loizy
2081;32;2;BETHANCOURT EN VAUX;Béthancourt-en-Vaux;Béthancourt-en-Vaux
2082;32;2;BEUGNEUX;Beugneux;Beugneux
2083;32;2;BEUVARDES;Beuvardes;Beuvardes
2084;32;2;BEZU LE GUERY;Bézu-le-Guéry;Bézu-le-Guéry
2085;32;2;BEZU SAINT GERMAIN;Bézu-Saint-Germain;Bézu-Saint-Germain
2086;32;2;BICHANCOURT;Bichancourt;Bichancourt
2087;32;2;BIEUXY;Bieuxy;Bieuxy
2088;32;2;BIEVRES;Bièvres;Bièvres
2089;32;2;BILLY SUR AISNE;Billy-sur-Aisne;Billy-sur-Aisne
2090;32;2;BILLY SUR OURCQ;Billy-sur-Ourcq;Billy-sur-Ourcq
2091;32;2;BLANZY LES FISMES;Blanzy-lès-Fismes;Blanzy-lès-Fismes
2093;32;2;BLERANCOURT;Blérancourt;Blérancourt
2094;32;2;BLESMES;Blesmes;Blesmes
2095;32;2;BOHAIN EN VERMANDOIS;Bohain-en-Vermandois;Bohain-en-Vermandois
2096;32;2;BOIS LES PARGNY;Bois-lès-Pargny;Bois-lès-Pargny
2097;32;2;BONCOURT;Boncourt;Boncourt
2098;32;2;BONNEIL;Bonneil;Bonneil
2099;32;2;BONNESVALYN;Bonnesvalyn;Bonnesvalyn
2100;32;2;BONY;Bony;Bony
2101;32;2;BOSMONT SUR SERRE;Bosmont-sur-Serre;Bosmont-sur-Serre
2102;32;2;BOUCONVILLE VAUCLAIR;Bouconville-Vauclair;Bouconville-Vauclair
2103;32;2;BOUE;Boué;Boué
2104;32;2;BOUFFIGNEREUX;Bouffignereux;Bouffignereux
2105;32;2;BOURESCHES;Bouresches;Bouresches
2106;32;2;BOURG ET COMIN;Bourg-et-Comin;Bourg-et-Comin
2107;32;2;BOURGUIGNON SOUS COUCY;Bourguignon-sous-Coucy;Bourguignon-sous-Coucy
2108;32;2;BOURGUIGNON SOUS MONTBAVIN;Bourguignon-sous-Montbavin;Bourguignon-sous-Montbavin
2109;32;2;BOUTEILLE;Bouteille;La Bouteille
2110;32;2;BRAINE;Braine;Braine
2111;32;2;BRANCOURT EN LAONNOIS;Brancourt-en-Laonnois;Brancourt-en-Laonnois
2112;32;2;BRANCOURT LE GRAND;Brancourt-le-Grand;Brancourt-le-Grand
2114;32;2;BRASLES;Brasles;Brasles
2115;32;2;BRAYE EN LAONNOIS;Braye-en-Laonnois;Braye-en-Laonnois
2116;32;2;BRAYE EN THIERACHE;Braye-en-Thiérache;Braye-en-Thiérache
2117;32;2;BRAY SAINT CHRISTOPHE;Bray-Saint-Christophe;Bray-Saint-Christophe
2118;32;2;BRAYE;Braye;Braye
2119;32;2;BRECY;Brécy;Brécy
2120;32;2;BRENELLE;Brenelle;Brenelle
2121;32;2;BRENY;Breny;Breny
2122;32;2;BRIE;Brie;Brie
2123;32;2;BRISSAY CHOIGNY;Brissay-Choigny;Brissay-Choigny
2124;32;2;BRISSY HAMEGICOURT;Brissy-Hamégicourt;Brissy-Hamégicourt
2125;32;2;BRUMETZ;Brumetz;Brumetz
2126;32;2;BRUNEHAMEL;Brunehamel;Brunehamel
2127;32;2;BRUYERES SUR FERE;Bruyères-sur-Fère;Bruyères-sur-Fère
2128;32;2;BRUYERES ET MONTBERAULT;Bruyères-et-Montbérault;Bruyères-et-Montbérault
2129;32;2;BRUYS;Bruys;Bruys
2130;32;2;BUCILLY;Bucilly;Bucilly
2131;32;2;BUCY LE LONG;Bucy-le-Long;Bucy-le-Long
2132;32;2;BUCY LES CERNY;Bucy-lès-Cerny;Bucy-lès-Cerny
2133;32;2;BUCY LES PIERREPONT;Bucy-lès-Pierrepont;Bucy-lès-Pierrepont
2134;32;2;BUIRE;Buire;Buire
2135;32;2;BUIRONFOSSE;Buironfosse;Buironfosse
2136;32;2;BURELLES;Burelles;Burelles
2137;32;2;BUSSIARES;Bussiares;Bussiares
2138;32;2;BUZANCY;Buzancy;Buzancy
2139;32;2;CAILLOUEL CREPIGNY;Caillouël-Crépigny;Caillouël-Crépigny
2140;32;2;CAMELIN;Camelin;Camelin
2141;32;2;CAPELLE;Capelle;La Capelle
2142;32;2;CASTRES;Castres;Castres
2143;32;2;CATELET;Catelet;Le Catelet
2144;32;2;CAULAINCOURT;Caulaincourt;Caulaincourt
2145;32;2;CAUMONT;Caumont;Caumont
2146;32;2;CELLES LES CONDE;Celles-lès-Condé;Celles-lès-Condé
2147;;;CELLE SOUS MONTMIRAIL;Celle-sous-Montmirail;La Celle-sous-Montmirail
2148;32;2;CELLES SUR AISNE;Celles-sur-Aisne;Celles-sur-Aisne
2149;32;2;CERIZY;Cerizy;Cerizy
2150;32;2;CERNY EN LAONNOIS;Cerny-en-Laonnois;Cerny-en-Laonnois
2151;32;2;CERNY LES BUCY;Cerny-lès-Bucy;Cerny-lès-Bucy
2152;32;2;CERSEUIL;Cerseuil;Cerseuil
2153;32;2;CESSIERES SUZY;Cessières-Suzy;Cessières-Suzy
2153;;;CESSIERES;Cessières;Cessières
2154;32;2;CHACRISE;Chacrise;Chacrise
2155;32;2;CHAILLEVOIS;Chaillevois;Chaillevois
2156;32;2;CHALANDRY;Chalandry;Chalandry
2157;32;2;CHAMBRY;Chambry;Chambry
2158;32;2;CHAMOUILLE;Chamouille;Chamouille
2159;32;2;CHAMPS;Champs;Champs
2160;32;2;CHAOURSE;Chaourse;Chaourse
2161;;;CHAPELLE MONTHODON;Chapelle-Monthodon;La Chapelle-Monthodon
2162;32;2;CHAPELLE SUR CHEZY;Chapelle-sur-Chézy;La Chapelle-sur-Chézy
2163;32;2;CHARLY SUR MARNE;Charly-sur-Marne;Charly-sur-Marne
2164;32;2;CHARMEL;Charmel;Le Charmel
2165;32;2;CHARMES;Charmes;Charmes
2166;32;2;CHARTEVES;Chartèves;Chartèves
2167;32;2;CHASSEMY;Chassemy;Chassemy
2168;32;2;CHATEAU THIERRY;Château-Thierry;Château-Thierry
2169;32;2;CHATILLON LES SONS;Châtillon-lès-Sons;Châtillon-lès-Sons
2170;32;2;CHATILLON SUR OISE;Châtillon-sur-Oise;Châtillon-sur-Oise
2171;32;2;CHAUDARDES;Chaudardes;Chaudardes
2172;32;2;CHAUDUN;Chaudun;Chaudun
2173;32;2;CHAUNY;Chauny;Chauny
2174;32;2;CHAVIGNON;Chavignon;Chavignon
2175;32;2;CHAVIGNY;Chavigny;Chavigny
2176;32;2;CHAVONNE;Chavonne;Chavonne
2177;32;2;CHERET;Chérêt;Chérêt
2178;32;2;CHERMIZY AILLES;Chermizy-Ailles;Chermizy-Ailles
2179;32;2;CHERY CHARTREUVE;Chéry-Chartreuve;Chéry-Chartreuve
2180;32;2;CHERY LES POUILLY;Chéry-lès-Pouilly;Chéry-lès-Pouilly
2181;32;2;CHERY LES ROZOY;Chéry-lès-Rozoy;Chéry-lès-Rozoy
2182;32;2;CHEVENNES;Chevennes;Chevennes
2183;32;2;CHEVREGNY;Chevregny;Chevregny
2184;32;2;CHEVRESIS MONCEAU;Chevresis-Monceau;Chevresis-Monceau
2185;32;2;CHEZY EN ORXOIS;Chézy-en-Orxois;Chézy-en-Orxois
2186;32;2;CHEZY SUR MARNE;Chézy-sur-Marne;Chézy-sur-Marne
2187;32;2;CHIERRY;Chierry;Chierry
2188;32;2;CHIGNY;Chigny;Chigny
2189;32;2;CHIVRES EN LAONNOIS;Chivres-en-Laonnois;Chivres-en-Laonnois
2190;32;2;CHIVRES VAL;Chivres-Val;Chivres-Val
2191;32;2;CHIVY LES ETOUVELLES;Chivy-lès-Étouvelles;Chivy-lès-Étouvelles
2192;32;2;CHOUY;Chouy;Chouy
2193;32;2;CIERGES;Cierges;Cierges
2194;32;2;CILLY;Cilly;Cilly
2195;32;2;CIRY SALSOGNE;Ciry-Salsogne;Ciry-Salsogne
2196;32;2;CLACY ET THIERRET;Clacy-et-Thierret;Clacy-et-Thierret
2197;32;2;CLAIRFONTAINE;Clairfontaine;Clairfontaine
2198;32;2;CLAMECY;Clamecy;Clamecy
2199;32;2;CLASTRES;Clastres;Clastres
2200;32;2;CLERMONT LES FERMES;Clermont-les-Fermes;Clermont-les-Fermes
2201;32;2;COEUVRES ET VALSERY;Cœuvres-et-Valsery;Cœuvres-et-Valsery
2203;32;2;COINCY;Coincy;Coincy
2204;32;2;COINGT;Coingt;Coingt
2205;32;2;COLLIGIS CRANDELAIN;Colligis-Crandelain;Colligis-Crandelain
2206;32;2;COLONFAY;Colonfay;Colonfay
2207;32;2;COMMENCHON;Commenchon;Commenchon
2208;32;2;CONCEVREUX;Concevreux;Concevreux
2209;32;2;CONDE EN BRIE;Condé-en-Brie;Condé-en-Brie
2210;32;2;CONDE SUR AISNE;Condé-sur-Aisne;Condé-sur-Aisne
2211;32;2;CONDE SUR SUIPPE;Condé-sur-Suippe;Condé-sur-Suippe
2212;32;2;CONDREN;Condren;Condren
2213;32;2;CONNIGIS;Connigis;Connigis
2214;32;2;CONTESCOURT;Contescourt;Contescourt
2215;32;2;CORBENY;Corbeny;Corbeny
2216;32;2;CORCY;Corcy;Corcy
2217;32;2;COUCY LE CHATEAU AUFFRIQUE;Coucy-le-Château-Auffrique;Coucy-le-Château-Auffrique
2218;32;2;COUCY LES EPPES;Coucy-lès-Eppes;Coucy-lès-Eppes
2219;32;2;COUCY LA VILLE;Coucy-la-Ville;Coucy-la-Ville
2220;32;2;COULONGES COHAN;Coulonges-Cohan;Coulonges-Cohan
2221;32;2;COUPRU;Coupru;Coupru
2222;32;2;COURBES;Courbes;Courbes
2223;32;2;COURBOIN;Courboin;Courboin
2224;32;2;COURCELLES SUR VESLE;Courcelles-sur-Vesle;Courcelles-sur-Vesle
2225;32;2;COURCHAMPS;Courchamps;Courchamps
2226;32;2;COURMELLES;Courmelles;Courmelles
2227;32;2;COURMONT;Courmont;Courmont
2228;32;2;COURTEMONT VARENNES;Courtemont-Varennes;Courtemont-Varennes
2229;32;2;COURTRIZY ET FUSSIGNY;Courtrizy-et-Fussigny;Courtrizy-et-Fussigny
2230;32;2;COUVRELLES;Couvrelles;Couvrelles
2231;32;2;COUVRON ET AUMENCOURT;Couvron-et-Aumencourt;Couvron-et-Aumencourt
2232;32;2;COYOLLES;Coyolles;Coyolles
2233;32;2;CRAMAILLE;Cramaille;Cramaille
2234;32;2;CRAONNE;Craonne;Craonne
2235;32;2;CRAONNELLE;Craonnelle;Craonnelle
2236;32;2;CRECY AU MONT;Crécy-au-Mont;Crécy-au-Mont
2237;32;2;CRECY SUR SERRE;Crécy-sur-Serre;Crécy-sur-Serre
2238;32;2;CREPY;Crépy;Crépy
2239;32;2;CREZANCY;Crézancy;Crézancy
2240;32;2;CROIX FONSOMME;Croix-Fonsomme;Croix-Fonsomme
2241;32;2;CROIX SUR OURCQ;Croix-sur-Ourcq;La Croix-sur-Ourcq
2242;32;2;CROUTTES SUR MARNE;Crouttes-sur-Marne;Crouttes-sur-Marne
2243;32;2;CROUY;Crouy;Crouy
2244;32;2;CRUPILLY;Crupilly;Crupilly
2245;32;2;CUFFIES;Cuffies;Cuffies
2246;32;2;CUGNY;Cugny;Cugny
2248;32;2;CUIRIEUX;Cuirieux;Cuirieux
2249;32;2;CUIRY HOUSSE;Cuiry-Housse;Cuiry-Housse
2250;32;2;CUIRY LES CHAUDARDES;Cuiry-lès-Chaudardes;Cuiry-lès-Chaudardes
2251;32;2;CUIRY LES IVIERS;Cuiry-lès-Iviers;Cuiry-lès-Iviers
2252;32;2;CUISSY ET GENY;Cuissy-et-Geny;Cuissy-et-Geny
2253;32;2;CUISY EN ALMONT;Cuisy-en-Almont;Cuisy-en-Almont
2254;32;2;CUTRY;Cutry;Cutry
2255;32;2;CYS LA COMMUNE;Cys-la-Commune;Cys-la-Commune
2256;32;2;DAGNY LAMBERCY;Dagny-Lambercy;Dagny-Lambercy
2257;32;2;DALLON;Dallon;Dallon
2258;32;2;DAMMARD;Dammard;Dammard
2259;32;2;DAMPLEUX;Dampleux;Dampleux
2260;32;2;DANIZY;Danizy;Danizy
2261;32;2;DERCY;Dercy;Dercy
2262;32;2;DEUILLET;Deuillet;Deuillet
2263;32;2;DHUIZEL;Dhuizel;Dhuizel
2264;32;2;DIZY LE GROS;Dizy-le-Gros;Dizy-le-Gros
2265;32;2;DOHIS;Dohis;Dohis
2266;32;2;DOLIGNON;Dolignon;Dolignon
2267;32;2;DOMMIERS;Dommiers;Dommiers
2268;32;2;DOMPTIN;Domptin;Domptin
2269;32;2;DORENGT;Dorengt;Dorengt
2270;32;2;DOUCHY;Douchy;Douchy
2271;32;2;DRAVEGNY;Dravegny;Dravegny
2272;32;2;DROIZY;Droizy;Droizy
2273;32;2;DURY;Dury;Dury
2274;32;2;EBOULEAU;Ébouleau;Ébouleau
2275;32;2;EFFRY;Effry;Effry
2276;32;2;ENGLANCOURT;Englancourt;Englancourt
2277;32;2;EPAGNY;Épagny;Épagny
2278;32;2;EPARCY;Éparcy;Éparcy
2279;32;2;EPAUX BEZU;Épaux-Bézu;Épaux-Bézu
2280;32;2;EPIEDS;Épieds;Épieds
2281;32;2;EPINE AUX BOIS;Épine-aux-Bois;L'Épine-aux-Bois
2282;32;2;EPPES;Eppes;Eppes
2283;32;2;ERLON;Erlon;Erlon
2284;32;2;ERLOY;Erloy;Erloy
2285;;;ESCAUFOURT;Escaufourt;Escaufourt
2286;32;2;ESQUEHERIES;Esquéhéries;Esquéhéries
2287;32;2;ESSIGNY LE GRAND;Essigny-le-Grand;Essigny-le-Grand
2288;32;2;ESSIGNY LE PETIT;Essigny-le-Petit;Essigny-le-Petit
2289;32;2;ESSISES;Essises;Essises
2290;32;2;ESSOMES SUR MARNE;Essômes-sur-Marne;Essômes-sur-Marne
2291;32;2;ESTREES;Estrées;Estrées
2292;32;2;ETAMPES SUR MARNE;Étampes-sur-Marne;Étampes-sur-Marne
2293;32;2;ETAVES ET BOCQUIAUX;Étaves-et-Bocquiaux;Étaves-et-Bocquiaux
2294;32;2;ETOUVELLES;Étouvelles;Étouvelles
2295;32;2;ETREAUPONT;Étréaupont;Étréaupont
2296;32;2;ETREILLERS;Étreillers;Étreillers
2297;32;2;ETREPILLY;Étrépilly;Étrépilly
2298;32;2;ETREUX;Étreux;Étreux
2299;32;2;EVERGNICOURT;Évergnicourt;Évergnicourt
2300;;;FARGNIERS;Fargniers;Fargniers
2301;;;FAUCOUCOURT;Faucoucourt;Faucoucourt
2302;32;2;FAVEROLLES;Faverolles;Faverolles
2303;32;2;FAYET;Fayet;Fayet
2304;32;2;FERE;Fère;La Fère
2305;32;2;FERE EN TARDENOIS;Fère-en-Tardenois;Fère-en-Tardenois
2306;32;2;FERTE CHEVRESIS;Ferté-Chevresis;La Ferté-Chevresis
2307;32;2;FERTE MILON;Ferté-Milon;La Ferté-Milon
2308;32;2;FESMY LE SART;Fesmy-le-Sart;Fesmy-le-Sart
2309;32;2;FESTIEUX;Festieux;Festieux
2310;32;2;FIEULAINE;Fieulaine;Fieulaine
2311;32;2;FILAIN;Filain;Filain
2312;32;2;FLAMENGRIE;Flamengrie;La Flamengrie
2313;32;2;FLAVIGNY LE GRAND ET BEAURAIN;Flavigny-le-Grand-et-Beaurain;Flavigny-le-Grand-et-Beaurain
2315;32;2;FLAVY LE MARTEL;Flavy-le-Martel;Flavy-le-Martel
2316;32;2;FLEURY;Fleury;Fleury
2317;32;2;FLUQUIERES;Fluquières;Fluquières
2318;32;2;FOLEMBRAY;Folembray;Folembray
2319;32;2;FONSOMME;Fonsomme;Fonsomme
2320;32;2;FONTAINE LES CLERCS;Fontaine-lès-Clercs;Fontaine-lès-Clercs
2321;32;2;FONTAINE LES VERVINS;Fontaine-lès-Vervins;Fontaine-lès-Vervins
2322;32;2;FONTAINE NOTRE DAME;Fontaine-Notre-Dame;Fontaine-Notre-Dame
2323;32;2;FONTAINE UTERTE;Fontaine-Uterte;Fontaine-Uterte
2324;32;2;FONTENELLE;Fontenelle;Fontenelle
2325;;;FONTENELLE EN BRIE;Fontenelle-en-Brie;Fontenelle-en-Brie
2326;32;2;FONTENOY;Fontenoy;Fontenoy
2327;32;2;FORESTE;Foreste;Foreste
2328;32;2;FOSSOY;Fossoy;Fossoy
2329;32;2;FOURDRAIN;Fourdrain;Fourdrain
2330;32;2;FRANCILLY SELENCY;Francilly-Selency;Francilly-Selency
2331;32;2;FRANQUEVILLE;Franqueville;Franqueville
2332;32;2;FRESNES EN TARDENOIS;Fresnes-en-Tardenois;Fresnes-en-Tardenois
2333;32;2;FRESNES SOUS COUCY;Fresnes-sous-Coucy;Fresnes-sous-Coucy
2334;32;2;FRESNOY LE GRAND;Fresnoy-le-Grand;Fresnoy-le-Grand
2335;32;2;FRESSANCOURT;Fressancourt;Fressancourt
2336;32;2;FRIERES FAILLOUEL;Frières-Faillouël;Frières-Faillouël
2337;32;2;FROIDESTREES;Froidestrées;Froidestrées
2338;32;2;FROIDMONT COHARTILLE;Froidmont-Cohartille;Froidmont-Cohartille
2339;32;2;GANDELU;Gandelu;Gandelu
2340;32;2;GAUCHY;Gauchy;Gauchy
2341;32;2;GERCY;Gercy;Gercy
2342;32;2;GERGNY;Gergny;Gergny
2343;32;2;GERMAINE;Germaine;Germaine
2345;32;2;GIBERCOURT;Gibercourt;Gibercourt
2346;32;2;GIZY;Gizy;Gizy
2347;32;2;GLAND;Gland;Gland
2348;;;GLENNES;Glennes;Glennes
2349;32;2;GOUDELANCOURT LES BERRIEUX;Goudelancourt-lès-Berrieux;Goudelancourt-lès-Berrieux
2350;32;2;GOUDELANCOURT LES PIERREPONT;Goudelancourt-lès-Pierrepont;Goudelancourt-lès-Pierrepont
2351;32;2;GOUSSANCOURT;Goussancourt;Goussancourt
2352;32;2;GOUY;Gouy;Gouy
2353;32;2;GRANDLUP ET FAY;Grandlup-et-Fay;Grandlup-et-Fay
2354;32;2;GRANDRIEUX;Grandrieux;Grandrieux
2355;32;2;GRICOURT;Gricourt;Gricourt
2356;32;2;GRISOLLES;Grisolles;Grisolles
2357;32;2;GRONARD;Gronard;Gronard
2358;32;2;GROUGIS;Grougis;Grougis
2359;32;2;GRUGIES;Grugies;Grugies
2360;32;2;VILLENEUVE SUR AISNE;Villeneuve-sur-Aisne;Villeneuve-sur-Aisne
2360;;;GUIGNICOURT;Guignicourt;Guignicourt
2361;32;2;GUISE;Guise;Guise
2362;32;2;GUIVRY;Guivry;Guivry
2363;32;2;GUNY;Guny;Guny
2364;32;2;GUYENCOURT;Guyencourt;Guyencourt
2366;32;2;HANNAPES;Hannapes;Hannapes
2367;32;2;HAPPENCOURT;Happencourt;Happencourt
2368;32;2;HARAMONT;Haramont;Haramont
2369;32;2;HARCIGNY;Harcigny;Harcigny
2370;32;2;HARGICOURT;Hargicourt;Hargicourt
2371;32;2;HARLY;Harly;Harly
2372;32;2;HARTENNES ET TAUX;Hartennes-et-Taux;Hartennes-et-Taux
2373;32;2;HARY;Hary;Hary
2374;32;2;LEHAUCOURT;Lehaucourt;Lehaucourt
2375;32;2;HAUTEVESNES;Hautevesnes;Hautevesnes
2376;32;2;HAUTEVILLE;Hauteville;Hauteville
2377;32;2;HAUTION;Haution;Haution
2378;32;2;HERIE;Hérie;La Hérie
2379;32;2;HERIE LA VIEVILLE;Hérie-la-Viéville;Le Hérie-la-Viéville
2380;32;2;HINACOURT;Hinacourt;Hinacourt
2381;32;2;HIRSON;Hirson;Hirson
2382;32;2;HOLNON;Holnon;Holnon
2383;32;2;HOMBLIERES;Homblières;Homblières
2384;32;2;HOURY;Houry;Houry
2385;32;2;HOUSSET;Housset;Housset
2386;32;2;IRON;Iron;Iron
2387;32;2;ITANCOURT;Itancourt;Itancourt
2388;32;2;IVIERS;Iviers;Iviers
2389;32;2;JAULGONNE;Jaulgonne;Jaulgonne
2390;32;2;JEANCOURT;Jeancourt;Jeancourt
2391;32;2;JEANTES;Jeantes;Jeantes
2392;32;2;JONCOURT;Joncourt;Joncourt
2393;32;2;JOUAIGNES;Jouaignes;Jouaignes
2395;32;2;JUMENCOURT;Jumencourt;Jumencourt
2396;32;2;JUMIGNY;Jumigny;Jumigny
2397;32;2;JUSSY;Jussy;Jussy
2398;32;2;JUVIGNY;Juvigny;Juvigny
2399;32;2;JUVINCOURT ET DAMARY;Juvincourt-et-Damary;Juvincourt-et-Damary
2400;32;2;LAFFAUX;Laffaux;Laffaux
2401;32;2;LAIGNY;Laigny;Laigny
2402;32;2;LANCHY;Lanchy;Lanchy
2403;32;2;LANDIFAY ET BERTAIGNEMONT;Landifay-et-Bertaignemont;Landifay-et-Bertaignemont
2404;32;2;LANDOUZY LA COUR;Landouzy-la-Cour;Landouzy-la-Cour
2405;32;2;LANDOUZY LA VILLE;Landouzy-la-Ville;Landouzy-la-Ville
2406;32;2;LANDRICOURT;Landricourt;Landricourt
2407;32;2;LANISCOURT;Laniscourt;Laniscourt
2408;32;2;LAON;Laon;Laon
2409;32;2;LAPPION;Lappion;Lappion
2410;32;2;LARGNY SUR AUTOMNE;Largny-sur-Automne;Largny-sur-Automne
2411;32;2;LATILLY;Latilly;Latilly
2412;32;2;LAUNOY;Launoy;Launoy
2413;32;2;LAVAL EN LAONNOIS;Laval-en-Laonnois;Laval-en-Laonnois
2414;32;2;LAVAQUERESSE;Lavaqueresse;Lavaqueresse
2415;32;2;LAVERSINE;Laversine;Laversine
2416;32;2;LEME;Lemé;Lemé
2417;32;2;LEMPIRE;Lempire;Lempire
2418;32;2;LERZY;Lerzy;Lerzy
2419;32;2;LESCHELLE;Leschelle;Leschelle
2420;32;2;LESDINS;Lesdins;Lesdins
2421;32;2;LESGES;Lesges;Lesges
